host	logname	time	method	url	response	bytes	referer	useragent
204.212.153.234	-	804573641	GET	/software/winvn/userguide/wvnguide.gif	200	4151		
piweba3y.prodigy.com	-	804573642	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.jpg	200	34029		
s52.slip.ksu.edu	-	804573642	GET	/history/apollo/apollo-13/apollo-13-patch-small.gif	200	12859		
ad15-005.compuserve.com	-	804573643	GET	/images/ksclogosmall.gif	200	3635		
ix-la17-15.ix.netcom.com	-	804573643	GET	/htbin/cdt_clock.pl	200	543		
204.212.153.234	-	804573643	GET	/software/winvn/userguide/winvnsm.gif	200	3293		
larryr.cts.com	-	804573647	GET	/shuttle/technology/images/srb_mod_compare_3-small.gif	200	55666		
teseven.mi.net	-	804573647	GET	/shuttle/countdown/count.gif	200	40310		
kcrw17.smc.edu	-	804573648	GET	/htbin/wais.pl?SAREX-II	200	7124		
139.121.119.19	-	804573649	GET	/shuttle/missions/sts-71/images/KSC-95EC-0912.jpg	200	66202		
www-a1.proxy.aol.com	-	804573651	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.jpg	200	34029		
piweba1y.prodigy.com	-	804573651	GET	/history/apollo/apollo-11/apollo-11-patch-small.gif	200	11175		
www-d4.proxy.aol.com	-	804573652	GET	/shuttle/countdown/	200	3985		
larryr.cts.com	-	804573653	GET	/shuttle/technology/sts-newsref/stsref-toc.html	200	57344		
gn2.getnet.com	-	804573654	GET	/shuttle/missions/sts-71/images/KSC-95EC-0613.jpg	200	61716		
s52.slip.ksu.edu	-	804573656	GET	/history/apollo/images/footprint-logo.gif	200	4209		
s52.slip.ksu.edu	-	804573656	GET	/images/ksclogosmall.gif	200	3635		
ad15-005.compuserve.com	-	804573657	GET	/history/apollo/images/footprint-logo.gif	200	4209		
teseven.mi.net	-	804573658	GET	/images/NASA-logosmall.gif	200	786		
teseven.mi.net	-	804573658	GET	/images/KSC-logosmall.gif	200	1204		
ix-la17-15.ix.netcom.com	-	804573659	GET	/shuttle/countdown/countdown.html	200	3985		
piweba1y.prodigy.com	-	804573662	GET	/history/apollo/images/footprint-logo.gif	200	4209		
annex12-36.dial.umd.edu	-	804573663	GET	/shuttle/missions/sts-71/images/KSC-95EC-0917.jpg	200	52491		
ad06-006.compuserve.com	-	804573663	GET	/shuttle/countdown/	200	3985		
204.212.153.234	-	804573666	GET	/software/winvn/userguide/1_2.htm	200	2000		
ix-la17-15.ix.netcom.com	-	804573667	GET	/cgi-bin/imagemap/countdown?97,143	302	96		
ad06-006.compuserve.com	-	804573667	GET	/images/NASA-logosmall.gif	200	786		
rppp77.cofc.edu	-	804573668	GET	/history/apollo/apollo.html	200	3258		
ad06-006.compuserve.com	-	804573668	GET	/shuttle/countdown/count.gif	200	40310		
sartre.execpc.com	-	804573668	GET	/cgi-bin/imagemap/countdown?368,272	302	68		
ix-mia2-07.ix.netcom.com	-	804573669	GET	/software/winvn/winvn.html	200	9867		
204.212.153.234	-	804573669	GET	/software/winvn/userguide/docsleft.gif	200	494		
204.212.153.234	-	804573669	GET	/software/winvn/userguide/docscont.gif	200	479		
204.212.153.234	-	804573669	GET	/software/winvn/userguide/docsrigh.gif	200	483		
cad118.cadvision.com	-	804573669	GET	/ksc.html	200	7074		
204.212.153.234	-	804573669	GET	/software/winvn/userguide/winvn1.gif	200	21793		
ad06-006.compuserve.com	-	804573670	GET	/images/KSC-logosmall.gif	200	1204		
rppp77.cofc.edu	-	804573670	GET	/history/apollo/images/footprint-small.gif	200	18149		
rppp77.cofc.edu	-	804573671	GET	/images/ksclogosmall.gif	200	3635		
rppp77.cofc.edu	-	804573671	GET	/history/apollo/images/apollo-logo.gif	200	3047		
cad118.cadvision.com	-	804573671	GET	/images/ksclogo-medium.gif	200	5866		
svasu.extern.ucsd.edu	-	804573677	GET	/history/apollo/apollo-10/apollo-10.html	200	3440		
s3077.netins.net	-	804573677	GET	/shuttle/missions/sts-71/images/KSC-95EC-0911.jpg	200	45966		
svasu.extern.ucsd.edu	-	804573679	GET	/history/apollo/apollo-10/apollo-10-patch-small.gif	200	13539		
hoflink.com	-	804573679	GET	/shuttle/missions/sts-63/sts-63-press-kit.txt	200	119594		
www-b6.proxy.aol.com	-	804573680	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
kristina.az.com	-	804573680	GET	/history/apollo/apollo-13/sounds/a13_005.wav	200	94578		
cad118.cadvision.com	-	804573681	GET	/images/NASA-logosmall.gif	200	786		
cad118.cadvision.com	-	804573681	GET	/images/MOSAIC-logosmall.gif	200	363		
cad118.cadvision.com	-	804573681	GET	/images/USA-logosmall.gif	200	234		
slip-774.netaxs.com	-	804573682	GET	/shuttle/countdown/	200	3985		
cad118.cadvision.com	-	804573683	GET	/images/WORLD-logosmall.gif	200	669		
www-a1.proxy.aol.com	-	804573683	GET	/facilities/slf.html	200	3995		
pc86.slt.tased.edu.au	-	804573683	GET	/shuttle/countdown/	200	3985		
pc86.slt.tased.edu.au	-	804573685	GET	/images/NASA-logosmall.gif	200	786		
pc86.slt.tased.edu.au	-	804573685	GET	/images/KSC-logosmall.gif	200	1204		
slip-774.netaxs.com	-	804573686	GET	/images/NASA-logosmall.gif	200	786		
slip-774.netaxs.com	-	804573687	GET	/images/KSC-logosmall.gif	200	1204		
slip-774.netaxs.com	-	804573687	GET	/shuttle/countdown/count.gif	200	40310		
pc86.slt.tased.edu.au	-	804573687	GET	/shuttle/countdown/count.gif	200	40310		
www-a1.proxy.aol.com	-	804573688	GET	/images/slf-logo.gif	200	10966		
cad118.cadvision.com	-	804573693	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
204.212.153.234	-	804573694	GET	/software/winvn/userguide/1_1.htm	200	3650		
ix-mia2-07.ix.netcom.com	-	804573696	GET	/software/winvn/winvn.gif	200	25218		
cruzio.com	-	804573696	GET	/shuttle/countdown/liftoff.html	200	4538		
cad118.cadvision.com	-	804573699	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
ppp026.st.rim.or.jp	-	804573700	GET	/	200	7074		
dial42.ppp.iastate.edu	-	804573702	GET	/shuttle/countdown/	200	3985		
zoom112.telepath.com	-	804573704	GET	/history/apollo/apollo-13/images/70HC314.GIF	200	101267		
166.79.67.111	-	804573705	GET	/images/kscmap-small.gif	200	39017		
dial42.ppp.iastate.edu	-	804573705	GET	/shuttle/countdown/count.gif	200	40310		
dial42.ppp.iastate.edu	-	804573705	GET	/images/NASA-logosmall.gif	200	786		
cad118.cadvision.com	-	804573706	GET	/images/KSC-logosmall.gif	200	1204		
cad118.cadvision.com	-	804573706	GET	/images/launch-logo.gif	200	1713		
s3077.netins.net	-	804573706	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	200	46888		
dial42.ppp.iastate.edu	-	804573707	GET	/images/KSC-logosmall.gif	200	1204		
kristina.az.com	-	804573707	GET	/history/apollo/apollo-13/	200	1732		
teseven.mi.net	-	804573707	GET	/cgi-bin/imagemap/countdown?98,183	302	110		
ip16-085.phx.primenet.com	-	804573708	GET	/cgi-bin/imagemap/countdown?99,178	302	110		
bbuig150.unisys.com	-	804573709	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
kristina.az.com	-	804573709	GET	/icons/text.xbm	200	527		
teseven.mi.net	-	804573709	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
pc86.slt.tased.edu.au	-	804573710	GET	/shuttle/missions/sts-71/movies/movies.html	200	3092		
s129055.slip.cc.uq.oz.au	-	804573710	GET	/shuttle/technology/sts-newsref/stsover-prep.html	200	142215		
ip16-085.phx.primenet.com	-	804573710	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
rppp77.cofc.edu	-	804573710	GET	/history/apollo/apollo-13/apollo-13.html	200	18114		
pc86.slt.tased.edu.au	-	804573711	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
bbuig150.unisys.com	-	804573712	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
rppp77.cofc.edu	-	804573713	GET	/history/apollo/apollo-13/apollo-13-patch-small.gif	200	12859		
ppp026.st.rim.or.jp	-	804573717	GET	/images/ksclogo-medium.gif	200	5866		
cruzio.com	-	804573718	GET	/shuttle/countdown/video/livevideo.jpeg	200	38023		
131.128.2.155	-	804573718	GET	/images/rollout.gif	200	258839		
law1-ts6.databank.net	-	804573719	GET	/shuttle/countdown/liftoff.html	200	4538		
palona1.cns.hp.com	-	804573720	GET	/shuttle/missions/sts-70/woodpecker.html	200	2823		
kcrw17.smc.edu	-	804573720	GET	/shuttle/missions/sts-71/news	302	0		
kcrw17.smc.edu	-	804573721	GET	/shuttle/missions/sts-71/news/	200	3442		
kcrw17.smc.edu	-	804573723	GET	/icons/menu.xbm	200	527		
kcrw17.smc.edu	-	804573723	GET	/icons/text.xbm	200	527		
kcrw17.smc.edu	-	804573723	GET	/icons/blank.xbm	200	509		
www-b6.proxy.aol.com	-	804573723	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	200	46888		
ppp026.st.rim.or.jp	-	804573724	GET	/images/NASA-logosmall.gif	200	786		
palona1.cns.hp.com	-	804573724	GET	/shuttle/missions/sts-70/images/holes-in-et.gif	200	13982		
139.121.119.19	-	804573725	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	304	0		
kristina.az.com	-	804573725	GET	/history/apollo/apollo-13/movies/	200	945		
ubppp-00.ppp-net.buffalo.edu	-	804573726	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.jpg	200	84494		
kristina.az.com	-	804573726	GET	/icons/movie.xbm	200	530		
s129055.slip.cc.uq.oz.au	-	804573726	GET	/images/shuttle-patch-logo.gif	200	891		
ppp026.st.rim.or.jp	-	804573728	GET	/images/MOSAIC-logosmall.gif	200	363		
cad118.cadvision.com	-	804573729	GET	/shuttle/countdown/	200	3985		
ix-hay-ca1-24.ix.netcom.com	-	804573729	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
piweba1y.prodigy.com	-	804573730	GET	/shuttle/missions/sts-68/images/ksc.gif	200	152676		
www-d3.proxy.aol.com	-	804573730	GET	/shuttle/missions/missions.html	200	8677		
palona1.cns.hp.com	-	804573731	GET	/shuttle/missions/sts-70/images/woodpecker-on-et.gif	200	7318		
ppp026.st.rim.or.jp	-	804573731	GET	/images/USA-logosmall.gif	200	234		
gn2.getnet.com	-	804573731	GET	/shuttle/missions/sts-71/images/KSC-95EC-0589.jpg	200	64427		
ppp026.st.rim.or.jp	-	804573732	GET	/images/WORLD-logosmall.gif	200	669		
bbuig150.unisys.com	-	804573733	GET	/shuttle/countdown/	200	3985		
cad118.cadvision.com	-	804573734	GET	/shuttle/countdown/count.gif	200	40310		
alyssa.prodigy.com	-	804573734	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
rppp77.cofc.edu	-	804573734	GET	/history/apollo/images/footprint-logo.gif	200	4209		
nimbus.atmo.arizona.edu	-	804573734	GET	/ksc.html	200	7074		
nimbus.atmo.arizona.edu	-	804573735	GET	/images/ksclogo-medium.gif	200	5866		
nimbus.atmo.arizona.edu	-	804573735	GET	/images/MOSAIC-logosmall.gif	200	363		
nimbus.atmo.arizona.edu	-	804573735	GET	/images/NASA-logosmall.gif	200	786		
nimbus.atmo.arizona.edu	-	804573735	GET	/images/USA-logosmall.gif	200	234		
nimbus.atmo.arizona.edu	-	804573735	GET	/images/WORLD-logosmall.gif	200	669		
bbuig150.unisys.com	-	804573737	GET	/shuttle/countdown/count.gif	200	40310		
green.eng.ufl.edu	-	804573742	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.jpg	200	39654		
204.212.153.234	-	804573743	GET	/software/winvn/userguide/3_3_1.htm	200	1900		
kcrw17.smc.edu	-	804573744	GET	/shuttle/missions/sts-71/news/sts-71-mcc-06.txt	200	2700		
ip16-085.phx.primenet.com	-	804573744	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.gif	200	31631		
ix-mia2-07.ix.netcom.com	-	804573746	GET	/images/construct.gif	200	1414		
palona1.cns.hp.com	-	804573749	GET	/shuttle/missions/sts-70/images/holes-in-et.jpg	200	47689		
ix-mia2-07.ix.netcom.com	-	804573753	GET	/software/winvn/bluemarb.gif	200	4441		
slip-774.netaxs.com	-	804573756	GET	/cgi-bin/imagemap/countdown?95,144	302	96		
www-d4.proxy.aol.com	-	804573758	GET	/	200	7074		
nimbus.atmo.arizona.edu	-	804573758	GET	/shuttle/countdown/	200	3985		
nimbus.atmo.arizona.edu	-	804573759	GET	/shuttle/countdown/count.gif	200	40310		
nimbus.atmo.arizona.edu	-	804573759	GET	/images/KSC-logosmall.gif	200	1204		
annex12-36.dial.umd.edu	-	804573760	GET	/shuttle/missions/sts-71/images/KSC-95EC-0906.jpg	200	58414		
ix-mia2-07.ix.netcom.com	-	804573760	GET	/software/winvn/wvsmall.gif	200	13372		
dial42.ppp.iastate.edu	-	804573761	GET	/cgi-bin/imagemap/countdown?108,168	302	110		
dial42.ppp.iastate.edu	-	804573762	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
gatekeeper.homecare.com	-	804573763	GET	/shuttle/countdown/	200	3985		
139.121.119.19	-	804573766	GET	/shuttle/missions/sts-71/images/KSC-95EC-0917.jpg	304	0		
cad118.cadvision.com	-	804573767	GET	/cgi-bin/imagemap/countdown?103,178	302	110		
burger.letters.com	-	804573768	GET	/shuttle/countdown/liftoff.html	304	0		
nimbus.atmo.arizona.edu	-	804573768	GET	/cgi-bin/imagemap/countdown?103,176	302	110		
gatekeeper.homecare.com	-	804573768	GET	/shuttle/countdown/count.gif	200	40310		
nimbus.atmo.arizona.edu	-	804573768	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
cad118.cadvision.com	-	804573768	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
burger.letters.com	-	804573769	GET	/images/NASA-logosmall.gif	304	0		
dd03-058.compuserve.com	-	804573769	GET	/shuttle/technology/sts-newsref/stsref-toc.html	200	84907		
palona1.cns.hp.com	-	804573773	GET	/shuttle/missions/sts-70/images/woodpecker-on-et.jpg	200	22972		
bbuig150.unisys.com	-	804573775	GET	/cgi-bin/imagemap/countdown?89,177	302	110		
139.121.119.19	-	804573775	GET	/shuttle/missions/sts-71/images/KSC-95EC-0911.jpg	200	45966		
ubppp-00.ppp-net.buffalo.edu	-	804573777	GET	/cgi-bin/imagemap/countdown?102,208	302	95		
bbuig150.unisys.com	-	804573778	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
gn2.getnet.com	-	804573778	GET	/shuttle/missions/sts-71/images/KSC-95EC-0544.gif	200	36712		
ubppp-00.ppp-net.buffalo.edu	-	804573779	GET	/shuttle/countdown/tour.html	200	4347		
zoom112.telepath.com	-	804573782	GET	/history/apollo/apollo-13/apollo-13.html	200	18114		
burger.letters.com	-	804573782	GET	/shuttle/countdown/video/livevideo.gif	200	68396		
ubppp-00.ppp-net.buffalo.edu	-	804573782	GET	/images/KSC-94EC-412-small.gif	200	20484		
piweba1y.prodigy.com	-	804573784	GET	/history/apollo/apollo.html	200	3258		
ix-hay-ca1-24.ix.netcom.com	-	804573787	GET	/shuttle/missions/sts-71/images/KSC-95EC-0913.gif	200	21957		
204.212.153.234	-	804573788	GET	/software/winvn/faq/WINVNFAQ-Contents.html	200	3626		
piweba1y.prodigy.com	-	804573789	GET	/shuttle/countdown/	200	3985		
dyn-196.direct.ca	-	804573789	GET	/shuttle/countdown/	200	3985		
dial42.ppp.iastate.edu	-	804573790	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.gif	200	64939		
slip85-24.co.us.ibm.net	-	804573790	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
slper1p08.ozemail.com.au	-	804573791	GET	/shuttle/countdown/	200	3985		
piweba1y.prodigy.com	-	804573791	GET	/history/apollo/images/footprint-small.gif	200	18149		
cad118.cadvision.com	-	804573793	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.jpg	200	39654		
ip16-085.phx.primenet.com	-	804573794	GET	/cgi-bin/imagemap/countdown?320,274	302	98		
dyn-196.direct.ca	-	804573795	GET	/images/NASA-logosmall.gif	200	786		
dyn-196.direct.ca	-	804573795	GET	/images/KSC-logosmall.gif	200	1204		
ip16-085.phx.primenet.com	-	804573796	GET	/shuttle/countdown/liftoff.html	200	4538		
slper1p08.ozemail.com.au	-	804573796	GET	/images/NASA-logosmall.gif	200	786		
zoom112.telepath.com	-	804573797	GET	/history/apollo/apollo-13/apollo-13.html	200	18114		
gatekeeper.homecare.com	-	804573798	GET	/images/NASA-logosmall.gif	200	786		
slper1p08.ozemail.com.au	-	804573798	GET	/images/KSC-logosmall.gif	200	1204		
alyssa.prodigy.com	-	804573799	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
204.212.153.234	-	804573799	GET	/software/winvn/faq/WINVNFAQ-I-8.html	200	2210		
gatekeeper.homecare.com	-	804573800	GET	/images/KSC-logosmall.gif	200	1204		
ix-mia2-07.ix.netcom.com	-	804573800	GET	/images/KSC-logosmall.gif	200	1204		
slper1p08.ozemail.com.au	-	804573801	GET	/shuttle/countdown/count.gif	200	40310		
crl6.crl.com	-	804573802	GET	/images/NASA-logosmall.gif	200	786		
nimbus.atmo.arizona.edu	-	804573802	GET	/shuttle/missions/sts-71/images/KSC-95EC-0911.gif	200	31242		
www-a1.proxy.aol.com	-	804573802	GET	/elv/elvpage.htm	200	7890		
204.157.204.186	-	804573806	GET	/shuttle/countdown/	304	0		
s129055.slip.cc.uq.oz.au	-	804573807	GET	/htbin/cdt_main.pl	200	3214		
crl6.crl.com	-	804573807	GET	/images/KSC-logosmall.gif	200	1204		
204.157.204.186	-	804573808	GET	/images/KSC-logosmall.gif	304	0		
204.157.204.186	-	804573808	GET	/images/NASA-logosmall.gif	304	0		
ip149.santa-ana.ca.interramp.com	-	804573808	GET	/msfc/onboard/come_aboard.gif	200	48682		
www-a1.proxy.aol.com	-	804573808	GET	/elv/elvhead3.gif	200	9925		
www-a1.proxy.aol.com	-	804573808	GET	/elv/endball.gif	200	306		
204.157.204.186	-	804573812	GET	/shuttle/countdown/count.gif	304	0		
gatekeeper.homecare.com	-	804573815	GET	/cgi-bin/imagemap/countdown?106,112	302	111		
ix-mia2-07.ix.netcom.com	-	804573816	GET	/images/MOSAIC-logosmall.gif	200	363		
139.121.119.19	-	804573816	GET	/shuttle/missions/sts-71/images/KSC-95EC-0908.jpg	200	54279		
131.128.2.155	-	804573816	GET	/images/crawler-logo.gif	200	14108		
gatekeeper.homecare.com	-	804573817	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
ip149.santa-ana.ca.interramp.com	-	804573818	GET	/msfc/astro_home3.gif	200	57344		
nimbus.atmo.arizona.edu	-	804573818	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.txt	200	1391		
www-a1.proxy.aol.com	-	804573818	GET	/elv/PEGASUS/minpeg1.gif	200	1055		
ix-mia2-07.ix.netcom.com	-	804573818	GET	/images/USA-logosmall.gif	200	234		
www-a1.proxy.aol.com	-	804573819	GET	/elv/SCOUT/scout.gif	200	1165		
dyn-196.direct.ca	-	804573819	GET	/shuttle/countdown/count.gif	200	40310		
ip16-085.phx.primenet.com	-	804573821	GET	/shuttle/countdown/video/livevideo.gif	200	53744		
www-d3.proxy.aol.com	-	804573821	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
kristina.az.com	-	804573823	GET	/history/apollo/apollo-13/movies/apo13damage.mpg	200	297851		
gatekeeper.homecare.com	-	804573823	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
s129055.slip.cc.uq.oz.au	-	804573826	GET	/shuttle/countdown/liftoff.html	200	4538		
204.212.153.234	-	804573827	GET	/software/winvn/faq/WINVNFAQ-III-2.html	200	1506		
teseven.mi.net	-	804573827	GET	/shuttle/missions/sts-71/images/KSC-95EC-0912.gif	200	48305		
www-a1.proxy.aol.com	-	804573829	GET	/elv/DELTA/delta.gif	200	2244		
ix-mia2-07.ix.netcom.com	-	804573829	GET	/images/WORLD-logosmall.gif	200	669		
www-a1.proxy.aol.com	-	804573831	GET	/elv/ATLAS_CENTAUR/atlas.gif	200	2286		
www-a1.proxy.aol.com	-	804573831	GET	/elv/TITAN/titan.gif	200	3530		
bbuig150.unisys.com	-	804573833	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.gif	200	64939		
gatekeeper.homecare.com	-	804573834	GET	/images/launch-logo.gif	200	1713		
205.184.190.47	-	804573834	GET	/	200	7074		
slip85-24.co.us.ibm.net	-	804573836	GET	/shuttle/missions/sts-71/images/KSC-95EC-0911.jpg	200	45966		
palona1.cns.hp.com	-	804573839	GET	/shuttle/missions/sts-70/movies/woodpecker.mpg	200	190269		
isdn6-34.dnai.com	-	804573841	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
139.121.119.19	-	804573842	GET	/shuttle/missions/sts-71/images/KSC-95EC-0909.jpg	200	78382		
isdn6-34.dnai.com	-	804573842	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
piweba1y.prodigy.com	-	804573842	GET	/history/apollo/apollo-13/apollo-13.html	200	18114		
ix-war-mi1-15.ix.netcom.com	-	804573842	GET	/images/ksclogo-medium.gif	200	5866		
isdn6-34.dnai.com	-	804573844	GET	/images/KSC-logosmall.gif	200	1204		
isdn6-34.dnai.com	-	804573844	GET	/images/launch-logo.gif	200	1713		
ubppp-00.ppp-net.buffalo.edu	-	804573845	GET	/shuttle/technology/sts-newsref/centers.html	200	71024		
s129055.slip.cc.uq.oz.au	-	804573845	GET	/shuttle/countdown/video/livevideo.gif	200	53744		
zoom112.telepath.com	-	804573846	GET	/history/apollo/apollo-1/apollo-1.html	200	3842		
ix-war-mi1-15.ix.netcom.com	-	804573846	GET	/images/NASA-logosmall.gif	200	786		
kcrw17.smc.edu	-	804573846	GET	/cgi-bin/imagemap/countdown?91,180	302	110		
kcrw17.smc.edu	-	804573847	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
ix-war-mi1-15.ix.netcom.com	-	804573847	GET	/images/MOSAIC-logosmall.gif	200	363		
zoom112.telepath.com	-	804573847	GET	/history/apollo/apollo-1/apollo-1-patch-small.gif	200	16979		
ix-war-mi1-15.ix.netcom.com	-	804573850	GET	/images/USA-logosmall.gif	200	234		
ix-war-mi1-15.ix.netcom.com	-	804573851	GET	/images/WORLD-logosmall.gif	200	669		
ix-war-mi1-15.ix.netcom.com	-	804573862	GET	/shuttle/countdown/	200	3985		
ix-war-mi1-15.ix.netcom.com	-	804573864	GET	/shuttle/countdown/count.gif	200	40310		
ix-hay-ca1-24.ix.netcom.com	-	804573865	GET	/shuttle/missions/sts-71/images/KSC-95EC-0912.gif	200	48305		
ubppp-00.ppp-net.buffalo.edu	-	804573866	GET	/images/shuttle-patch-logo.gif	200	891		
cad118.cadvision.com	-	804573867	GET	/shuttle/missions/sts-71/images/KSC-95EC-0913.gif	200	21957		
piweba3y.prodigy.com	-	804573867	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.txt	404	0		
204.212.153.234	-	804573869	GET	/software/winvn/faq/WINVNFAQ.html	200	971		
dial42.ppp.iastate.edu	-	804573870	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.jpg	200	84494		
crl6.crl.com	-	804573872	GET	/ksc.html	200	7074		
ara-mac225.den.mmc.com	-	804573874	GET	/shuttle/missions/missions.html	200	8677		
kcrw17.smc.edu	-	804573875	GET	/shuttle/missions/sts-71/images/KSC-95EC-0443.gif	200	64910		
crl6.crl.com	-	804573878	GET	/images/WORLD-logosmall.gif	200	669		
crl6.crl.com	-	804573878	GET	/images/MOSAIC-logosmall.gif	200	363		
ix-war-mi1-15.ix.netcom.com	-	804573878	GET	/images/KSC-logosmall.gif	200	1204		
annex12-36.dial.umd.edu	-	804573879	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.jpg	200	84494		
ix-wbg-va2-26.ix.netcom.com	-	804573880	GET	/history/apollo	302	0		
crl6.crl.com	-	804573881	GET	/images/ksclogo-medium.gif	200	5866		
ix-wbg-va2-26.ix.netcom.com	-	804573882	GET	/history/apollo/	200	6245		
ara-mac225.den.mmc.com	-	804573882	GET	/images/launchmedium.gif	200	11853		
bbuig150.unisys.com	-	804573882	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.jpg	200	84494		
andreh.oz.net	-	804573883	GET	/software/winvn/winvn.html	200	9867		
139.121.119.19	-	804573883	GET	/shuttle/missions/sts-71/images/KSC-95EC-0907.jpg	200	84638		
crl6.crl.com	-	804573884	GET	/images/USA-logosmall.gif	200	234		
piweba3y.prodigy.com	-	804573887	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.txt	404	0		
ix-wbg-va2-26.ix.netcom.com	-	804573887	GET	/icons/text.xbm	200	527		
palona1.cns.hp.com	-	804573889	GET	/shuttle/resources/orbiters/discovery.html	200	6861		
palona1.cns.hp.com	-	804573891	GET	/shuttle/resources/orbiters/discovery-logo.gif	200	4179		
green.eng.ufl.edu	-	804573892	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.jpg	200	34029		
ix-war-mi1-15.ix.netcom.com	-	804573893	GET	/cgi-bin/imagemap/countdown?93,143	302	96		
ara-mac225.den.mmc.com	-	804573893	GET	/images/NASA-logosmall.gif	200	786		
131.128.2.155	-	804573894	GET	/cgi-bin/imagemap/countdown?105,146	302	96		
ara-mac225.den.mmc.com	-	804573895	GET	/images/KSC-logosmall.gif	200	1204		
palona1.cns.hp.com	-	804573895	GET	/images/ksclogosmall.gif	200	3635		
andreh.oz.net	-	804573895	GET	/software/winvn/winvn.gif	200	25218		
ubppp-00.ppp-net.buffalo.edu	-	804573899	GET	/shuttle/technology/sts-newsref/sts_asm.html	200	71656		
palona1.cns.hp.com	-	804573899	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
www-d3.proxy.aol.com	-	804573901	GET	/htbin/wais.pl?SAREX-II	200	7124		
slip85-24.co.us.ibm.net	-	804573902	GET	/shuttle/missions/sts-71/images/KSC-95EC-0913.jpg	200	25439		
piweba3y.prodigy.com	-	804573907	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	200	46888		
ip152.fhu.primenet.com	-	804573910	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
ix-wbg-va2-26.ix.netcom.com	-	804573910	GET	/history/apollo/pad-abort-test-1/	200	727		
ip152.fhu.primenet.com	-	804573912	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
204.212.153.234	-	804573916	GET	/pub/winvn/readme.txt	404	0		
ubppp-00.ppp-net.buffalo.edu	-	804573917	GET	/shuttle/technology/images/srb_mod_compare_1-small.gif	200	36902		
ix-war-mi1-15.ix.netcom.com	-	804573917	GET	/cgi-bin/imagemap/countdown?109,139	302	96		
ix-wbg-va2-26.ix.netcom.com	-	804573918	GET	/history/apollo/pad-abort-test-1/pad-abort-test-1.html	200	1291		
ix-wbg-va2-26.ix.netcom.com	-	804573920	GET	/history/apollo/images/apollo-insignia.gif	200	15121		
ip152.fhu.primenet.com	-	804573921	GET	/images/KSC-logosmall.gif	200	1204		
ip152.fhu.primenet.com	-	804573921	GET	/images/launch-logo.gif	200	1713		
zoom112.telepath.com	-	804573921	GET	/history/apollo/apollo-1/apollo-1-info.html	200	1434		
ubppp-00.ppp-net.buffalo.edu	-	804573924	GET	/shuttle/technology/images/srb_mod_compare_6-small.gif	200	28219		
ip152.fhu.primenet.com	-	804573925	GET	/shuttle/countdown/	200	3985		
204.212.153.234	-	804573926	GET	/pub/winvn/release.txt	404	0		
teseven.mi.net	-	804573927	GET	/cgi-bin/imagemap/countdown?103,144	302	96		
